0	NGEN	a	Next part
1	NGEN	a	Iii8mllllllm Mdxfvb8o90lplppi0005
2	NGEN	a	🤣🤣😂😂🤣🤣🤣😂osm vedio ....keep it up...make more vedios like this
3	NGEN	a	What the fuck was this? I respect shwetabh and i have been watching his videos for quite a long time but this review was shit. Nobody wants to watch the movie for reality or blah. You dont watch movies for inspiration you would rather read books and biographies. Yes its true that some people are getting influenced and doing all shitty fuckery but just think. Anyone who takes this movie seriouslyis already a chutiya. And you dont go to theatre in india for some reality shit and if u really seek reality and logical scripts and characters without plotholes and all then you wouldnt be watching kabir singh. So I think you just made this for views, cause theres no need for this so called raw review. And one thing you acted like u forgot the movie name like seriously you know the whole story and you pronounced this overhyped mess wrongly? Oh common!!!😂
4	NGEN	a	Concerned authorities should bring arundathi Roy and other these type of people before the law of the land.for giving anti national statements
5	NGEN	a	It seems like these people want to be famous nothing more they don't care if people die by their hateful talks.
6	NGEN	a	Best topic for Law Students !
7	NGEN	a	Even when kabir singh was unaware that Preeti is having his son he was ready to accept other's baby and was ready to give his name though that was his baby but still he was ready to accept preeti even after thinking she has sex with other guy and feminists would not see this.
8	NGEN	a	She is wrong .
9	NGEN	a	6001733614
10	NGEN	a	Hindi old muvi
11	NGEN	a	rait
12	NGEN	a	Very well said dude, totally agree.
13	NGEN	a	👌👌👌👌👌right
14	NGEN	a	@Dushant Sain EXACTLY!!!!! don't we just go to see a movie to comprehend what the director and the story telling has to offer.... it's about understanding the Movie not Making all the things shown in the movie to the heart.
15	NGEN	a	Our Role Model - Shwetabh > Kabir ❤️
16	NGEN	a	@usher luck well i am from haryana. A small city called hisar. You can give me your number if u want but frankly i will not give you mine. I would like you as a friend. If you would like we can chat on facebook though
17	NGEN	a	she best arbitrator in kamatipura & sonargachi area settlements
18	NGEN	a	Yeah man **Fuck Bollywood** and become **mature** in real life!
19	NGEN	a	It Calls Uneducated Person means Unexpected Behavior 🤣😂🤣😂.. Thoko like
20	NGEN	a	Sahi kaha 😂🤣 Logic level ---- Bollywood
21	GEN	a	its not good i think its all dimaghi keeda being a gay or lesbian..
22	NGEN	a	giving the movie review of super 30?
23	NGEN	a	Saurabh Dwivedi sir, i appreciate you for maintaining neutral view of point. As for now, we have two media one modi loving and 2nd is modi hating. But you are neutral
24	GEN	a	Why can't the Indian government take serious actions to those who talk against the nation or anyone who involved in instigating any sort of violence or disturbing the peace of the nation. Freedom of speech doesn't allow anyone to go anti-national. This bitch (Arundhati Roy) has already given such statements that are anti-national on numerous occasions but she is still living freely. It's high time for the government to pass a law against these bastards, it doesn't matter who you are.
25	NGEN	a	Exactly. That was 100000000000x better than shitty kabir singh.
26	NGEN	a	Chhichhore review
27	NGEN	a	@mohammad ismail xc
28	NGEN	a	feminism means equality not discrimination first you should learn about this go and study about feminism.
29	NGEN	a	Like Baahubali.
30	NGEN	a	will blockbuster Kabir singh.. Yes : Like No : Comment all the best shahid ji😍👇👇 From Rebal star prabhas Fans
31	NGEN	a	Full support 💪🙌 bro Keep it up 👍
32	NGEN	a	I literally cannot imagine a scenario where I'd be watching content from this channel, leave alone penning down a comment. I personally abhor this propaganda infused right-wing program and have reported it multiple times. It's in the best interest of the nation if it ceases to exist from the digital platforms and is confined to television only. Nevertheless, needed to get certain thoughts off of my chest so here goes: 1\. Stop broadcasting these staged debates that resemble poorly produced b-grade flicks at best. The background score during the intro, the participants who are more like the bickering neighborhood aunties than dignified panelists, etc. stink of sub-standard nonsense. Stop fooling the public. 2\. Instead of all this nonsense, why the hell can't you show how the PM and Home Minister have successfully confused the nation and are literally behaving like clueless self-contradicting juveniles? 3\. With a few days left for 2020, our nation is yet to overcome the confines of religion. I had high hopes for my country and had started believing that we would achieve great heights in the field of Science and Technology that would put us in the big leagues, but no, we are all weighed down by this archaic concept (read religion) and have ensured that progress is a goal that is quite far from our reaches. A note to Republic TV: Instead of showing all this nonsense about anti-nationals, lutyens and what not please focus on key items that are deterring our nation (unemployment, poor economy,etc.). The mass does not care about the sub-standard reporting you do on these ridiculous theories. They want some concrete information that the news channels alone can provide.
33	NGEN	a	I was waiting for it.... Very honest opinion
34	NGEN	a	OMG 😱
35	NGEN	a	Llovu
36	NGEN	a	You are Right broo thanks
37	NGEN	a	she is castigating our citizens to direspect our country and its law .who donkys gave her Booker prize .she is mocking and insulting our country and behaving like wicked and crafty woolf . shame on you .you wampnthi . q chutyapnti kar rahi ho . jai hnind .jay jagat .
38	NGEN	a	Watch this amazing video [https://www.youtube.com/watch?v=S6g_W2nTcvQ&app=desktop](https://www.youtube.com/watch?v=S6g_W2nTcvQ&app=desktop)
39	NGEN	a	hats off brother
40	NGEN	a	Too much spoiler 🙄🙄🙄 Change Title 😒😒
41	NGEN	a	but can you catch them, no....if yes fial complian agaist them in court and punish then and put them in jail..but you cant//this is the fact...she is the danderous lady and you are helpless..court are reluktunt to punish them
42	NGEN	a	By the way i myself being a 21st century modern girl, i did not watch four more shots as i found the trailer and the interviews of the cast very disturbing. Feminism is losing it’s real agenda i.e equality of gender, but becoming an advocate of all sort of sexual shit. Feminism is much more than sexual freedom, i request all my fellow girls to not get carried away by such ideas.
43	NGEN	a	Ranu is a bad girl 👍👍😸😆😂
44	NGEN	a	Looks like a ghost, real conjuring
45	NGEN	a	The world needs more men like you
46	NGEN	a	**Correct**
47	NGEN	a	@Pratik Borade just saw 2 mins of the video you recommend and seems like you write your own dictionary. Sorry but I would be following other dictionaries like Cambridge and merriam webster.
48	NGEN	a	The whole Bollywood premise is showing a life people dream about and not realism. It's a form of escapism from reality.
49	NGEN	a	Salute to you sir,great thinking
50	NGEN	a	Watch this song..Awesome <https://youtu.be/4Ax1099ML-Q>
51	NGEN	a	Very very nice Bor
52	NGEN	a	Very nice video
53	NGEN	a	Epic movie
54	NGEN	a	I had head ache during this movie and also post movie.. I simply hated the movie , completely disagreed and indigestible plot... & people were like how can u dislike the movie.. whereas I'm shocked what is there to be liked except the songs...
55	NGEN	a	Super bro
56	NGEN	a	Good job,,plz sub
57	NGEN	a	Weren't you a liberal yourself?😂
58	NGEN	a	That is why I like amir khan
59	NGEN	a	Best film for sahid Kapoor
60	NGEN	a	If you are a man then you are a fool of india..now women are fighting for men...do you know that?
61	GEN	a	This mentally ill Lady is a barking Street dog whose intentions to pull people's attention that she is alive
62	GEN	a	Ram Raja - she is a female dog - who can’t even keep a husband - married and separated twice because she likes to sleep around
63	NGEN	a	Manjee.. Chakshu ji.. Nd.. Akhil ji... 😁 😂 🤣 🤣 🤣 fab.. 😁 😂 🤣
64	NGEN	a	Totally agree with ur points bro nd kabir singh haters must have girts to counter these points if they can't then they must shut their fuckin mouths rather than vomiting diarrhoea against d movie.....if they doesn't want to watch d movie then who is forcing them.......
65	NGEN	a	All of you r jealous of Ranu Mondal. .you have no education. .bt we support Ranu ji fr her talent ...we never interfare her personal issues. .we love her devine voice. .dats it..
66	NGEN	a	hi pratik, hope you are doing well. Call it a coincidence or anything, I came across a designer liberal page criticising Kabir Singh for MISOGYNY. Frankly speaking I have seen only Arjun Reddy, and I was unable to find single trace of misogyny anywhere. If these people were so concerned about women, there will call out real tharkis in our country. But anyway they like Veere Di Wedding and 4 More shots please. So better neglect them and let them whine like babies. Loved the couple Arjun and Deepthi, Kabir and Priti👩‍❤️‍👨👩‍❤️‍👨. Movie is top class. Keep up the good work 🙏😇
67	NGEN	a	Kabir singh one of the best love story. Dil se jud gayi movie
68	NGEN	a	Shadaa by Diljit Dosanjh Review Please 🙏 🙏
69	NGEN	a	col
70	NGEN	a	You are talking real sense bro..
71	GEN	a	One word for u bhaad me jaa chudail
72	NGEN	a	Wow...pratik sir u r analysis really superb...hope more people like u exists in bollywood critics...fk those paid critics nd pseudo femmies nd commies....
73	NGEN	a	Mensutra is the leader of youth....Thnx for your contribution to our Indian Society
74	NGEN	a	Arundhati Roy has biggest bowls ,,,,,,,
75	NGEN	a	Love from bd💖💖🇧🇩
76	NGEN	a	hlooo
77	NGEN	a	@Babu Lal good morning ji
78	NGEN	a	Please do a fan meetup! We want to meet you in person. There are many community centres in and near Saket that you can book for same.
79	NGEN	a	awesome movie..
80	NGEN	a	how can u talk for so much time and u looking just at the camera.. which means it's like talking to yourself..
81	NGEN	a	good
82	GEN	a	Finally, i can legally call indians gay
83	NGEN	a	Really
84	NGEN	a	Totally agree👍
85	GEN	a	As per Arundhati she should give her name as Kung Fu Kutiya and she should keep practicing balancing tooth brushes on her nipples (god of small things), that is all she is worth for. They (Roy, Kavita Krishnan, Shehla Rashid) should rent apartments in Hira Mandi).
86	NGEN	a	Ayushmann khurana nawazuddin siddique rajkumar Rao are really good actors
87	NGEN	a	8617618488
88	NGEN	a	Ya gay person never like girls....but they won't going into violence against girls...ur approach is entirely wrong man😒😒😒👎👎👎
89	NGEN	a	No means no... Awesome sarcasm...
90	NGEN	a	తమ్ముడు వైపర్ ఏంది నీ బాధ... 🤔 గమున్నుండవాయ్... రిప్లై ఇవ్వలేదని ఓ కామెంట్స్ పెట్టుకుంటూపోతున్నారు Shahid he is good actor & better then khan's So we are all just encourage Don't negative be positive Prabhas & shahid one of the greatest friends So I'm just supporting I'm member of prabhas fans association Eagerly waiting For shad's oF saaho Just waiting all
91	NGEN	a	I think you are one of the most honest youtubers on the platform. Respect! 🙏
92	NGEN	a	All hutiyas one side and swetabh one side.
93	NGEN	a	amezing brother🤘
94	NGEN	a	Give the fake name and fake details and you will end up being unable to vote, nor open bank account nor apply for any social benefits...
95	NGEN	a	কামরুন নাহার right
96	NGEN	a	to moto chele a rakom ma der chere dei tar pare ninda kare i heat you .
97	NGEN	a	Nice msg in end. Awesome video 👍👍👍👍👌👌💗💗
98	NGEN	a	Yes I saw in reality how protective lesbian girl is when it comes to her girlfriend..... Salute to that girls...lgbt rocks
99	NGEN	a	Good.. :)
100	NGEN	a	Iam a medical student and we give atleast 6-7 hrs for subjects . There is nothing like personal life in medical field. For the sake of patients you have to sacrifice your personal life.
101	NGEN	a	She is a drug adict n dinner girl of billionaire
102	NGEN	a	these mental congress paid leftist so call intellectuals thinking Hindustan is a jock.. these group will be behind bar or will be eliminated before 2023...just wait...this govt will not spare
103	NGEN	a	Kabir singh 2019 most overrated movie🤮🤮
104	NGEN	a	Hit like if you love ayushmann khurana
105	NGEN	a	@Sayan Bose Thanks.. Respect.
106	NGEN	a	Have u watched 3idiots, OMG, queen, Parmanu, Bajrangi Bhaijaan, Sultan, Dangal, Padman etc?????? Better try to watch these good movies and remove ur negativity about bollywood.
107	NGEN	a	Right 👌 bro
108	NGEN	a	Best and well studied review bro...👍
109	NGEN	a	Totally agree......bro..Specially for Army and for country security...
110	NGEN	a	Al9 ,Alicia
111	NGEN	a	Who is watching this after india beat afganistan in world cup 2019.
112	NGEN	a	Extremely sad, very very tragic.
113	NGEN	a	I hat ranu Mondal
114	NGEN	a	Sucharita tyagi is awesome
115	NGEN	a	Sucharita tyagi is chutiya critic.
116	NGEN	a	At [14:27](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=14m27s) ...this is What i said to my Father after 12th 😂😂😂😂😂😂😂
117	GEN	a	Homosexuality is ban
118	NGEN	a	Pseudo liberals are themselves too much intolerant
119	NGEN	a	good job done by this man
120	NGEN	a	Your voice is very sweet
121	NGEN	a	Ya he is the only who talks sense on you tube
122	NGEN	a	+Naughty World hiii
123	NGEN	a	It's good video but not good to murder of female
124	NGEN	a	<https://www.bbc.com/marathi/india-49022841>
